750
0	3
1	3
2	4
3	4
4	4
5	4
6	3
7	3
8	3
9	3
10	3
11	3
12	3
13	3
14	3
15	3
16	3
17	3
18	3
19	3
20	3
21	3
22	3
23	3
24	3
25	3
26	3
27	3
28	3
29	3
30	3
31	3
32	3
33	3
34	3
35	3
36	4
37	4
38	4
39	4
40	3
41	3
42	3
43	3
44	4
45	4
46	4
47	4
48	3
49	3
50	3
51	3
52	3
53	3
54	3
55	3
56	4
57	4
58	3
59	3
60	3
61	3
62	3
63	3
64	3
65	3
66	3
67	3
68	3
69	3
70	3
71	3
72	3
73	3
74	3
75	3
76	3
77	3
78	3
79	3
80	4
81	4
82	4
83	4
84	4
85	4
86	4
87	4
88	4
89	4
90	4
91	4
92	4
93	4
94	4
95	4
96	4
97	4
98	3
99	3
100	4
101	4
102	4
103	4
104	4
105	4
106	4
107	4
108	4
109	4
110	4
111	4
112	4
113	4
114	4
115	4
116	4
117	4
118	4
119	4
120	4
121	4
122	4
123	4
124	4
125	4
126	4
127	4
128	3
129	3
130	3
131	3
132	4
133	4
134	4
135	4
136	4
137	4
138	4
139	4
140	4
141	4
142	3
143	3
144	4
145	4
146	4
147	4
148	4
149	4
150	3
151	3
152	4
153	0
154	4
155	4
156	4
157	4
158	4
159	4
160	4
161	4
162	0
163	0
164	4
165	4
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	3
181	3
182	0
183	0
184	4
185	4
186	4
187	4
188	4
189	4
190	4
191	4
192	4
193	4
194	3
195	3
196	3
197	3
198	3
199	3
200	3
201	3
202	3
203	3
204	3
205	3
206	3
207	3
208	3
209	3
210	3
211	3
212	4
213	4
214	3
215	3
216	3
217	3
218	3
219	3
220	4
221	4
222	4
223	4
224	3
225	3
226	3
227	3
228	3
229	3
230	3
231	3
232	4
233	4
234	3
235	3
236	3
237	3
238	3
239	3
240	3
241	3
242	0
243	0
244	4
245	4
246	4
247	4
248	4
249	4
250	4
251	4
252	4
253	4
254	4
255	4
256	4
257	4
258	4
259	4
260	0
261	0
262	4
263	4
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	4
279	4
280	4
281	4
282	3
283	3
284	3
285	3
286	2
287	2
288	4
289	4
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	4
299	4
300	0
301	0
302	0
303	0
304	3
305	3
306	3
307	3
308	1
309	1
310	3
311	3
312	4
313	4
314	4
315	4
316	4
317	4
318	4
319	2
320	4
321	4
322	0
323	0
324	0
325	0
326	0
327	0
328	4
329	4
330	4
331	4
332	4
333	4
334	4
335	4
336	3
337	3
338	3
339	3
340	3
341	3
342	3
343	3
344	3
345	3
346	3
347	3
348	3
349	3
350	1
351	1
352	2
353	2
354	2
355	2
356	0
357	0
358	2
359	2
360	0
361	0
362	1
363	1
364	0
365	0
366	0
367	0
368	0
369	0
370	3
371	3
372	3
373	3
374	3
375	3
376	2
377	2
378	2
379	2
380	2
381	2
382	2
383	2
384	0
385	0
386	0
387	0
388	0
389	0
390	2
391	2
392	2
393	2
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	1
409	1
410	1
411	1
412	1
413	1
414	1
415	1
416	1
417	1
418	1
419	1
420	1
421	1
422	1
423	1
424	1
425	1
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	1
435	1
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	2
445	2
446	2
447	2
448	1
449	1
450	3
451	3
452	0
453	0
454	0
455	0
456	0
457	0
458	1
459	1
460	1
461	1
462	0
463	0
464	0
465	0
466	1
467	1
468	1
469	1
470	1
471	1
472	1
473	1
474	1
475	1
476	0
477	0
478	0
479	0
480	1
481	1
482	1
483	1
484	2
485	2
486	2
487	2
488	2
489	2
490	1
491	1
492	1
493	1
494	1
495	1
496	1
497	1
498	1
499	2
500	2
501	2
502	4
503	4
504	1
505	1
506	1
507	1
508	1
509	1
510	1
511	1
512	1
513	1
514	2
515	2
516	2
517	2
518	2
519	2
520	2
521	2
522	0
523	0
524	0
525	0
526	0
527	0
528	0
529	0
530	1
531	1
532	1
533	1
534	1
535	1
536	1
537	1
538	1
539	1
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	0
549	0
550	0
551	0
552	1
553	1
554	0
555	0
556	0
557	0
558	1
559	1
560	1
561	1
562	0
563	0
564	0
565	0
566	0
567	0
568	0
569	0
570	2
571	2
572	2
573	2
574	1
575	1
576	1
577	1
578	2
579	2
580	1
581	1
582	1
583	1
584	1
585	1
586	1
587	1
588	2
589	2
590	2
591	2
592	2
593	2
594	1
595	1
596	1
597	1
598	1
599	1
600	1
601	1
602	1
603	1
604	1
605	1
606	1
607	1
608	1
609	1
610	1
611	1
612	1
613	1
614	2
615	2
616	1
617	1
618	0
619	0
620	0
621	0
622	2
623	2
624	2
625	2
626	2
627	2
628	2
629	2
630	1
631	1
632	1
633	1
634	2
635	2
636	2
637	2
638	2
639	2
640	1
641	1
642	1
643	1
644	1
645	1
646	1
647	1
648	1
649	1
650	1
651	1
652	2
653	2
654	2
655	2
656	2
657	2
658	2
659	2
660	2
661	2
662	2
663	2
664	2
665	2
666	2
667	2
668	2
669	2
670	2
671	2
672	2
673	2
674	2
675	2
676	2
677	2
678	1
679	1
680	1
681	1
682	1
683	1
684	1
685	1
686	1
687	1
688	2
689	2
690	2
691	2
692	2
693	2
694	2
695	2
696	2
697	2
698	1
699	1
700	2
701	2
702	2
703	2
704	2
705	2
706	2
707	2
708	2
709	2
710	2
711	2
712	2
713	2
714	2
715	2
716	2
717	2
718	2
719	2
720	2
721	2
722	2
723	2
724	1
725	1
726	1
727	1
728	1
729	1
730	2
731	2
732	2
733	2
734	2
735	2
736	2
737	2
738	2
739	2
740	2
741	2
742	2
743	2
744	2
745	2
746	2
747	2
748	2
749	2
